序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
(percent),導電度
RAIN_COND
(μmho/cm)
1878,南投縣,2018/12/15,南投,2.8,0.56,-,24.5,50,22,25.26,4.29,20.97,2.115,0.285,1.83,1.08,0.78,21.61,0,0,72.41,0
1879,南投縣,2018/12/15,埔里,2.4,0.55,-,39,64,33,20.18,2.36,17.82,-,-,-,1.23,1.06,20.66,-,-,75.53,-
1880,南投縣,2018/12/15,竹山,3.9,0.49,-,28.1,68,45,21.27,3.33,17.94,-,-,-,1.06,0.72,20.83,-,-,79.64,-
1881,南投縣,2018/12/14,南投,2.5,0.5,-,18.4,40,17,24.91,3.5,21.41,2.125,0.302,1.823,1.41,1.03,21.13,0,0,71.05,0
1882,南投縣,2018/12/14,埔里,2.9,0.53,-,35.4,53,25,19.43,1.73,17.7,-,-,-,1.04,0.77,20.55,-,-,74.42,-
1883,南投縣,2018/12/14,竹山,2.4,0.46,-,23.2,56,32,22.89,3.96,18.93,-,-,-,1.22,1.02,20.37,-,-,78.1,-
1884,南投縣,2018/12/13,南投,2.3,0.57,-,17.5,40,16,22.16,2.86,19.3,2.097,0.266,1.831,1.58,1.19,19.37,0,0,71.32,0
1885,南投縣,2018/12/13,埔里,2.2,0.45,-,24.8,44,21,15.76,1.53,14.22,-,-,-,1.34,1.05,19.15,-,-,77.13,-
1886,南投縣,2018/12/13,竹山,1.9,0.51,-,15.8,48,28,22.25,2.99,19.26,-,-,-,1.57,1.35,19.15,-,-,76.03,-
1887,南投縣,2018/12/12,南投,2.2,0.44,-,15.1,27,8,21.52,4.2,17.32,2.049,0.25,1.799,1.87,1.58,18.65,0,0,70.71,0
1888,南投縣,2018/12/12,埔里,1.5,0.38,-,18.9,47,22,16.74,3.02,13.72,-,-,-,1.39,1.22,19.83,-,-,77.86,-
1889,南投縣,2018/12/12,竹山,2.4,0.41,-,17.2,33,15,17.47,2.74,14.73,-,-,-,1.76,1.48,18.26,-,-,76.49,-
1890,南投縣,2018/12/11,南投,1.8,0.53,-,10.9,38,16,28.73,9.44,19.29,2.149,0.304,1.846,1.62,1.39,21.78,0,0,79.46,0
1891,南投縣,2018/12/11,埔里,2,0.4,-,19.6,41,17,19.52,4.12,15.4,-,-,-,1.25,0.95,21.23,-,-,77.94,-
1892,南投縣,2018/12/11,竹山,2.5,0.35,-,16.1,44,29,21.34,6.41,14.93,-,-,-,1.69,1.3,21.38,-,-,85.13,-
1893,南投縣,2018/12/10,南投,2.7,0.49,-,6.9,28,11,27.08,6.18,20.91,2.094,0.275,1.818,1.33,0.94,20.9,0,0,81.21,0
1894,南投縣,2018/12/10,埔里,2.6,0.43,-,10,34,14,21.52,3.97,17.54,-,-,-,1.17,0.75,20.7,-,-,79.2,-
1895,南投縣,2018/12/10,竹山,1.9,0.41,-,8.6,34,19,22,4.93,17.07,-,-,-,1.52,1.01,20.49,-,-,85.45,-
1896,南投縣,2018/12/09,南投,2,0.32,-,17.4,22,9,19.62,5.16,14.46,1.942,0.17,1.772,1.73,1.3,20.94,0,0,73.43,0
1897,南投縣,2018/12/09,埔里,1.9,0.36,-,23.7,34,15,15.44,1.37,14.06,-,-,-,1.27,1.09,22.06,-,-,71.2,-
1898,南投縣,2018/12/09,竹山,1.8,0.34,-,22.7,37,25,13.53,2.14,11.38,-,-,-,1.48,1.2,20.55,-,-,79.79,-
1899,南投縣,2018/12/08,南投,1.9,0.35,-,22,23,7,17.38,2.38,15,1.948,0.18,1.768,1.8,1.46,21.5,0,0,68.07,0
1900,南投縣,2018/12/08,埔里,1.6,0.42,-,26.9,35,14,18.22,2.14,16.08,-,-,-,1.46,1.23,22.03,-,-,72.03,-
1901,南投縣,2018/12/08,竹山,2.1,0.31,-,26.4,43,24,13.47,2.23,11.25,-,-,-,1.77,1.4,20.8,-,-,76.38,-
1902,南投縣,2018/12/07,南投,1.6,0.44,-,20.5,31,11,20.68,2.32,18.36,2.01,0.194,1.816,1.92,1.5,22.98,0,0,69.43,0
1903,南投縣,2018/12/07,埔里,2.5,0.39,-,25.6,39,15,18.34,3.96,14.39,-,-,-,1.37,1.13,22.85,-,-,74.42,-
1904,南投縣,2018/12/07,竹山,2.5,0.34,-,21.9,43,22,15.01,1.31,13.67,-,-,-,1.83,1.39,22.4,-,-,79.08,-
1905,南投縣,2018/12/06,南投,1.8,0.58,-,18.6,54,22,26.39,7.29,19.1,2.149,0.298,1.85,1.4,0.96,25.23,0,0,73.1,0
1906,南投縣,2018/12/06,埔里,1.6,0.44,-,29.1,42,18,19.06,2.62,16.44,-,-,-,1.29,0.99,23.78,-,-,74.45,-
1907,南投縣,2018/12/06,竹山,3.1,0.43,-,27.4,57,31,20.8,5.71,15.08,-,-,-,1.33,0.97,24.9,-,-,79.11,-
1908,南投縣,2018/12/05,南投,2.3,0.55,-,17.7,43,16,28.13,8.19,19.95,2.132,0.293,1.839,1.3,1.03,24.49,0,0,70.68,0
1909,南投縣,2018/12/05,埔里,1.9,0.42,-,25.3,41,15,20.88,4.74,16.14,-,-,-,0.95,0.78,22.68,-,-,72.13,-
1910,南投縣,2018/12/05,竹山,3,0.39,-,26.4,57,25,17.42,4.21,13.22,-,-,-,1.21,0.92,24.15,-,-,75.25,-
1911,南投縣,2018/12/04,南投,1.6,0.42,-,15.1,34,15,24.13,7.36,16.77,2.006,0.244,1.763,1.57,1.21,23.38,0,0,69.46,0
1912,南投縣,2018/12/04,埔里,1.8,0.41,-,22.1,38,16,19.92,3.08,16.83,-,-,-,0.92,0.63,20.75,-,-,72.57,-
1913,南投縣,2018/12/04,竹山,1.7,0.34,-,25.4,34,19,16.37,3.9,12.47,-,-,-,1.25,0.9,23,-,-,73.6,-
1914,南投縣,2018/12/03,南投,2.3,0.47,-,21.5,51,26,26.53,5.35,21.18,2.068,0.264,1.804,1.26,1.06,22.79,0,0,66.78,0
1915,南投縣,2018/12/03,埔里,2.4,0.52,-,32.1,53,26,21.68,2.36,19.31,-,-,-,0.86,0.66,20.79,-,-,67.64,-
1916,南投縣,2018/12/03,竹山,2.6,0.41,-,31.8,53,35,16.69,1.41,15.27,-,-,-,1.08,0.79,22.14,-,-,70.91,-
1917,南投縣,2018/12/02,南投,1.7,0.39,-,23.8,60,32,15.91,2.42,13.49,1.971,0.171,1.801,1.24,1.03,22.46,0,0,72.14,0
1918,南投縣,2018/12/02,埔里,1.1,0.44,-,31.3,55,27,18.79,3.27,15.53,-,-,-,1.17,0.78,20.12,-,-,71.23,-
1919,南投縣,2018/12/02,竹山,2.5,0.34,-,34.6,66,44,13.42,3.14,10.29,-,-,-,1.16,0.8,21.64,-,-,78.16,-
1920,南投縣,2018/12/01,南投,2.1,0.44,-,30,86,44,18.15,2.28,15.87,2.052,0.216,1.835,1.46,1.06,23.07,0,0,74.09,0
1921,南投縣,2018/12/01,埔里,2.5,0.42,-,29.2,53,25,18.11,2.59,15.51,-,-,-,1.38,1.07,20.7,-,-,73.97,-
1922,南投縣,2018/12/01,竹山,2.9,0.33,-,-,68,46,-,-,-,-,-,-,1.24,0.73,21.89,-,-,80.11,-
1923,雲林縣,2018/12/31,斗六,2.3,0.3,-,24.3,26,13,16.29,4.87,11.42,-,-,-,2.39,2.22,18.68,-,-,75.22,-
1924,雲林縣,2018/12/31,麥寮,2,0.23,-,29.6,51,8,9.28,2.89,6.39,1.956,0.028,1.929,6.89,5.75,17.88,-,-,81.05,-
1925,雲林縣,2018/12/31,臺西,1.5,0.22,-,37,38,9,5.29,0.77,4.5,1.821,0.004,1.82,10.47,10.23,17.48,-,-,83.62,-
1926,雲林縣,2018/12/30,斗六,2.9,0.33,-,27.7,34,22,16.94,2.59,14.35,-,-,-,1.41,1.19,18.15,-,-,67.44,-
1927,雲林縣,2018/12/30,麥寮,3.8,0.36,-,26,48,11,19.39,6.26,13.13,2.023,0.043,1.98,4.08,3.49,17.43,-,-,74.19,-
1928,雲林縣,2018/12/30,臺西,3.5,0.27,-,33.3,38,10,10.28,0.55,9.8,1.872,0.017,1.855,7.15,6.94,16.95,-,-,76.31,-
1929,雲林縣,2018/12/29,斗六,1.6,0.33,-,33.2,31,14,13.3,1.72,11.58,-,-,-,2.33,2.2,17.3,-,-,64.52,-
1930,雲林縣,2018/12/29,麥寮,2.7,0.31,-,30.1,105,12,12.88,3.42,9.47,2.004,0.049,1.955,6.86,6.42,15.63,-,-,72.1,-
1931,雲林縣,2018/12/29,臺西,2,0.28,-,36.9,90,19,6.42,0.63,5.76,1.885,0.04,1.845,11.22,11.06,15.07,-,-,74.7,-
1932,雲林縣,2018/12/28,斗六,1.5,0.29,-,31.1,25,10,16.38,1.62,14.75,-,-,-,2.4,2.22,19.08,-,-,65.44,-
1933,雲林縣,2018/12/28,麥寮,3.2,0.29,-,31.4,151,13,10.36,2.18,8.17,2.004,0.048,1.957,8.3,7.34,17.17,-,-,74.32,-
1934,雲林縣,2018/12/28,臺西,2,0.25,-,39.3,92,15,5.85,1.23,4.62,1.875,0.018,1.858,13.09,12.72,16.84,-,-,77.14,-
1935,雲林縣,2018/12/27,斗六,1.4,0.29,-,29,39,12,16.48,1.99,14.49,-,-,-,3.35,3.1,21.07,-,-,72,-
1936,雲林縣,2018/12/27,麥寮,1.2,0.25,-,33.5,100,10,8.53,2.02,6.5,1.957,0.028,1.929,8.06,6.97,19.3,-,-,79.45,-
1937,雲林縣,2018/12/27,臺西,1.7,0.2,-,39.9,58,11,4.04,0.52,3.48,1.831,0.01,1.821,12.7,12.15,19.15,-,-,82.12,-
1938,雲林縣,2018/12/26,斗六,1.9,0.3,-,22.9,34,17,17.66,2.5,15.16,-,-,-,2.54,2.34,22.74,-,-,79.69,-
1939,雲林縣,2018/12/26,麥寮,1.8,0.21,-,27.1,34,11,11.42,4.7,6.72,1.98,0.03,1.95,5.17,4.4,20.29,-,-,89.84,-
1940,雲林縣,2018/12/26,臺西,1.5,0.17,-,33.9,21,10,6.08,1.04,5.03,1.811,0.007,1.807,8.29,8.08,20.18,-,-,84.6,-
1941,雲林縣,2018/12/25,斗六,3.5,0.39,-,23.2,47,21,22.98,4.46,18.52,-,-,-,2.21,1.93,22.49,-,-,76.98,-
1942,雲林縣,2018/12/25,麥寮,1.8,0.24,-,29,49,12,12.75,4.45,8.3,2.015,0.033,1.982,4.6,4.01,20.25,-,-,87.24,-
1943,雲林縣,2018/12/25,臺西,1.6,0.21,-,38,30,12,5.4,0.59,4.76,1.834,0.011,1.827,7.66,7.38,20.22,-,-,84.6,-
1944,雲林縣,2018/12/24,斗六,1.7,0.37,-,28.9,29,9,18.06,2.64,15.42,-,-,-,2.31,2.13,20.83,-,-,74.54,-
1945,雲林縣,2018/12/24,麥寮,1.9,0.28,-,33.4,58,9,15.29,4.78,10.5,1.992,0.04,1.951,6.71,5.98,19.07,-,-,81.09,-
1946,雲林縣,2018/12/24,臺西,2.4,0.24,-,42.8,29,8,6.92,1.76,5.16,1.833,0.009,1.827,10.98,10.75,18.98,-,-,83.73,-
1947,雲林縣,2018/12/23,斗六,2.7,0.42,-,22.6,71,46,16,2.16,13.84,-,-,-,1.75,1.52,22.94,-,-,81.29,-
1948,雲林縣,2018/12/23,麥寮,2,0.33,-,29.5,69,21,8.33,0.75,7.57,2.01,0.035,1.975,5.68,4.69,20.62,-,-,90.08,-
1949,雲林縣,2018/12/23,臺西,2.2,0.26,-,37.1,50,21,7.32,0.5,6.74,1.844,0.013,1.836,9.41,8.97,20.78,-,-,84.6,-
1950,雲林縣,2018/12/22,斗六,3.8,0.47,-,33,109,58,17.87,1.81,16.05,-,-,-,1.87,1.67,23.09,-,-,78.73,-
1951,雲林縣,2018/12/22,麥寮,2,0.25,-,34.9,79,32,8.92,2.53,6.38,2.008,0.03,1.978,3.57,2.52,20.94,-,-,89.11,-
1952,雲林縣,2018/12/22,臺西,2.2,0.2,-,42.1,60,29,8.38,0.53,7.82,1.837,0.018,1.819,5.75,5.66,21.13,-,-,84.6,-
1953,雲林縣,2018/12/21,斗六,2.5,0.38,-,37.1,69,33,16.87,1.27,15.57,-,-,-,1.62,1.46,21.71,-,-,72.13,-
1954,雲林縣,2018/12/21,麥寮,2.8,0.4,-,30.5,107,47,17.12,3.91,13.21,2.394,0.107,2.287,2.78,2.45,20.28,-,-,84.25,-
1955,雲林縣,2018/12/21,臺西,3.1,0.35,-,40.4,77,50,13.82,1.31,12.51,2.141,0.083,2.059,4.73,4.6,20.68,-,-,82.73,-
1956,雲林縣,2018/12/20,斗六,1.6,0.33,-,35.7,51,27,17.77,3.46,14.31,-,-,-,0.9,0.79,22.09,-,-,60.05,-
1957,雲林縣,2018/12/20,麥寮,2.2,0.42,-,34.2,84,44,21.97,6.78,15.18,2.606,0.128,2.478,1.3,1.03,20.25,-,-,71.59,-
1958,雲林縣,2018/12/20,臺西,2.3,0.32,-,42.2,79,49,16.56,3.32,13.24,2.323,0.102,2.221,2.1,1.95,20.36,-,-,71.4,-
1959,雲林縣,2018/12/19,斗六,2.4,0.46,-,38.8,77,47,16.87,1.8,15.08,-,-,-,1.4,1.07,20.5,-,-,68.61,-
1960,雲林縣,2018/12/19,麥寮,3,0.42,-,34.9,88,38,18.37,3.07,15.3,2.5,0.124,2.377,1.75,1.58,18.31,-,-,80.4,-
1961,雲林縣,2018/12/19,臺西,2.4,0.32,-,39.9,76,37,13.24,1.17,12.07,2.217,0.066,2.152,2.43,2.4,17.99,-,-,80.5,-
1962,雲林縣,2018/12/18,斗六,3.4,0.55,-,31.8,86,43,25.84,4.32,21.52,-,-,-,1.13,0.96,19.63,-,-,64.62,-
1963,雲林縣,2018/12/18,麥寮,3.2,0.43,-,40.8,76,22,19.42,4.58,14.84,2.198,0.098,2.1,2.73,2.59,18.28,-,-,53.97,-
1964,雲林縣,2018/12/18,臺西,5.3,0.35,-,48.3,59,18,13.15,0.97,12.13,1.97,0.043,1.928,4.64,4.59,18.37,-,-,58.14,-
1965,雲林縣,2018/12/17,斗六,3.1,0.47,-,32.3,59,27,21.01,3.7,17.31,-,-,-,2.33,2.11,19.42,-,-,62.87,-
1966,雲林縣,2018/12/17,麥寮,3,0.42,-,39.6,128,23,10.96,1.5,9.46,2.066,0.065,2,6.41,5.66,18.3,-,-,61.91,-
1967,雲林縣,2018/12/17,臺西,3.4,0.36,-,46.2,121,22,7.79,0.58,7.15,1.901,0.05,1.851,10.21,9.7,18.2,-,-,66.33,-
1968,雲林縣,2018/12/16,斗六,4,0.45,-,27.6,64,40,20.69,4.22,16.47,-,-,-,2.07,1.86,22.75,-,-,74,-
1969,雲林縣,2018/12/16,麥寮,2.2,0.23,-,32.6,55,16,7.69,1.22,6.48,2.033,0.02,2.013,3.66,3.17,20.93,-,-,82.83,-
1970,雲林縣,2018/12/16,臺西,3.1,0.18,-,40.4,37,14,6.21,1,5.22,1.808,0.007,1.808,6.03,5.82,21.1,-,-,83.64,-
1971,雲林縣,2018/12/15,斗六,3.5,0.43,-,32.1,53,32,19.23,3.11,16.12,-,-,-,1.35,1.21,21.73,-,-,74.38,-
1972,雲林縣,2018/12/15,麥寮,2.5,0.28,-,32.1,56,12,9.64,1.5,8.15,2.017,0.033,1.984,3.55,3.36,20.29,-,-,81.82,-
1973,雲林縣,2018/12/15,臺西,3,0.18,-,40.2,33,11,7.08,1.2,5.88,1.833,0.013,1.82,6.5,6.42,20.33,-,-,82.55,-
1974,雲林縣,2018/12/14,斗六,3.1,0.38,-,25.4,50,26,21.41,2.99,18.42,-,-,-,1.76,1.59,21.4,-,-,73.17,-
1975,雲林縣,2018/12/14,麥寮,3.4,0.31,-,29.1,54,13,10.89,1.79,9.09,2.024,0.05,1.974,4.98,4.31,19.63,-,-,80.92,-
1976,雲林縣,2018/12/14,臺西,2.9,0.25,-,35.7,35,12,8.39,0.92,7.48,1.884,0.033,1.852,7.72,7.35,19.45,-,-,86,-
1977,雲林縣,2018/12/13,斗六,2.8,0.48,-,26.2,48,30,17.16,2.31,14.84,-,-,-,2.14,2.06,20.11,-,-,70.69,-
1978,雲林縣,2018/12/13,麥寮,4.3,0.54,-,23.4,71,20,17.31,1.9,15.44,2.074,0.075,2,4.83,4.35,18.7,-,-,77.38,-
1979,雲林縣,2018/12/13,臺西,3.8,0.43,-,30.6,55,20,13.44,1.48,11.95,1.969,0.055,1.915,7.82,7.53,18.43,-,-,84.64,-
1980,雲林縣,2018/12/12,斗六,2.5,0.35,-,18.3,35,13,19.07,2.46,16.61,-,-,-,2.38,2.31,18.98,-,-,71.78,-
1981,雲林縣,2018/12/12,麥寮,3.7,0.41,-,20.3,74,16,15.9,2.31,13.59,2.038,0.071,1.967,6.44,5.97,17.61,-,-,77.03,-
1982,雲林縣,2018/12/12,臺西,2.6,0.35,-,28.3,108,18,11.78,1.37,10.41,1.922,0.047,1.875,11.15,10.53,17.35,-,-,85,-
1983,雲林縣,2018/12/11,斗六,2,0.37,-,15.6,44,27,22.89,6.85,16.04,-,-,-,2.26,2.11,22.32,-,-,80.32,-
1984,雲林縣,2018/12/11,麥寮,1.9,0.3,-,21.2,47,17,9.66,1.59,8.07,2.072,0.05,2.021,5.27,4.68,20.78,-,-,88.11,-
1985,雲林縣,2018/12/11,臺西,2,0.22,-,27.9,43,11,8.01,0.78,7.27,1.885,0.023,1.863,8.34,7.99,20.96,-,-,89.6,-
1986,雲林縣,2018/12/10,斗六,2.6,0.36,-,11.2,31,14,20.79,4.11,16.68,-,-,-,1.95,1.71,21.4,-,-,81.32,-
1987,雲林縣,2018/12/10,麥寮,2.5,0.31,-,22,31,16,12.42,2.6,9.82,1.984,0.039,1.945,4.73,4.46,20.72,-,-,86.23,-
1988,雲林縣,2018/12/10,臺西,2,0.17,-,31.3,27,8,6.46,0.83,5.64,1.855,0.015,1.84,7.89,7.84,20.72,-,-,89.6,-
1989,雲林縣,2018/12/09,斗六,2.5,0.28,-,24.9,27,14,13.39,2.79,10.6,-,-,-,2.22,2.08,21.22,-,-,75,-
1990,雲林縣,2018/12/09,麥寮,2.7,0.25,-,27.7,54,13,10.12,2.09,8.03,1.953,0.025,1.929,6.18,5.66,19.96,-,-,80.26,-
1991,雲林縣,2018/12/09,臺西,2,0.21,-,35.2,58,8,4.82,0.42,4.38,1.822,0.001,1.828,10.31,10.02,19.8,-,-,87.95,-
1992,雲林縣,2018/12/08,斗六,2.1,0.28,-,27.2,33,19,15.61,2.88,12.72,-,-,-,2.41,2.16,21.53,-,-,71.42,-
1993,雲林縣,2018/12/08,麥寮,1.9,0.22,-,30,63,12,8.54,2.04,6.5,1.955,0.028,1.927,7.05,6.32,19.95,-,-,78.97,-
1994,雲林縣,2018/12/08,臺西,1.9,0.18,-,37.1,78,9,6.13,1.8,4.32,1.84,0.018,1.821,11.58,11.02,19.91,-,-,88.03,-
1995,雲林縣,2018/12/07,斗六,3.3,0.34,-,26.2,40,15,17.75,2.74,15.03,-,-,-,2.57,2.21,22.97,-,-,73.49,-
1996,雲林縣,2018/12/07,麥寮,2.5,0.26,-,30.6,85,16,9.29,1.59,7.7,1.989,0.043,1.946,6.72,6.18,21.08,-,-,79.64,-
1997,雲林縣,2018/12/07,臺西,0.8,0.21,-,38.8,86,11,5.76,1.08,4.67,1.848,0.013,1.836,11.17,10.93,21.25,-,-,88.57,-
1998,雲林縣,2018/12/06,斗六,4,0.46,-,27.8,64,29,22.75,4.85,17.9,-,-,-,1.74,1.56,25.83,-,-,74.9,-
1999,雲林縣,2018/12/06,麥寮,3.5,-,-,30.3,78,28,12.93,3.52,9.42,2.068,0.062,2.006,3.01,2.67,23.59,-,-,86.29,-
2000,雲林縣,2018/12/06,臺西,3.5,0.24,-,39.4,68,19,12,2.47,9.53,1.905,0.047,1.859,5.41,5.2,24.24,-,-,89.6,-
2001,雲林縣,2018/12/05,斗六,4.2,0.43,-,26.3,58,27,22.95,4.35,18.6,-,-,-,2.07,1.81,25.11,-,-,73.5,-
2002,雲林縣,2018/12/05,麥寮,3.6,0.45,-,29.9,83,29,12.87,1.68,11.18,2.128,0.073,2.055,4.63,4.13,23.1,-,-,83.3,-
2003,雲林縣,2018/12/05,臺西,2,0.33,-,40.8,62,19,9.77,2.94,6.83,1.95,0.051,1.898,8.35,8.02,23.55,-,-,89.6,-
2004,雲林縣,2018/12/04,斗六,2.3,0.31,-,23.8,36,16,19.12,4.44,14.68,-,-,-,1.55,1.44,24.78,-,-,67.93,-
2005,雲林縣,2018/12/04,麥寮,2,0.3,-,18,52,28,16.34,3.42,12.92,2.567,0.094,2.473,2.3,1.98,23.4,-,-,74.85,-
2006,雲林縣,2018/12/04,臺西,2.2,0.28,-,22.6,49,31,15.67,3.48,12.19,2.258,0.089,2.17,3.35,3.19,24.13,-,-,79.37,-
2007,雲林縣,2018/12/03,斗六,3.6,0.41,-,27.6,67,41,22.82,4.14,18.69,-,-,-,1.2,0.98,23.46,-,-,69.83,-
2008,雲林縣,2018/12/03,麥寮,2.5,0.37,-,24.4,77,46,23.18,10.18,13,2.581,0.087,2.494,1.73,1.5,21.58,-,-,84.93,-
2009,雲林縣,2018/12/03,臺西,3.9,0.3,-,35,75,49,14.81,3.25,11.57,2.295,0.066,2.232,2.71,2.49,22.38,-,-,85.67,-
2010,雲林縣,2018/12/02,斗六,3.1,0.35,-,38,71,45,13.64,2.59,11.05,-,-,-,1.27,0.93,22.8,-,-,76.18,-
2011,雲林縣,2018/12/02,麥寮,3.8,0.33,-,32.6,74,45,13.83,3.32,10.51,2.476,0.092,2.384,1.41,1.17,21.45,-,-,83.88,-
2012,雲林縣,2018/12/02,臺西,4.3,0.31,-,38.8,78,52,-,-,-,2.228,0.073,2.159,2.54,2.37,21.75,-,-,88.31,-
2013,雲林縣,2018/12/01,斗六,3,0.36,-,42.7,88,51,14.3,1.51,12.78,-,-,-,1.47,1.19,23.46,-,-,77.96,-
2014,雲林縣,2018/12/01,麥寮,2,0.25,-,44.3,83,37,9.64,3.37,6.27,2.224,0.044,2.18,2.2,1.91,21.82,-,-,85.96,-
2015,雲林縣,2018/12/01,臺西,3.6,0.22,-,55.1,79,34,9.07,0.56,8.52,1.974,0.034,1.941,3.72,3.58,22.44,-,-,87.93,-
2016,嘉義縣,2018/12/31,朴子,3,0.31,-,26,58,11,10.23,1.61,8.63,-,-,-,2.58,2,18.95,-,-,81.52,-
2017,嘉義縣,2018/12/31,新港,2.6,0.29,-,26.5,33,13,11.3,1.64,9.65,-,-,-,3.69,3.47,17.85,-,-,77.59,-
2018,嘉義縣,2018/12/30,朴子,2.4,0.28,-,30.5,36,9,9.01,0.86,8.13,-,-,-,1.78,1.3,18.25,-,-,73.62,-
2019,嘉義縣,2018/12/30,新港,4.4,0.31,-,27.4,35,16,13.44,2.06,11.38,-,-,-,2.11,1.72,16.95,-,-,70.32,-
2020,嘉義縣,2018/12/29,朴子,3.4,0.3,-,31.1,70,14,10.06,1.11,8.92,-,-,-,2.9,2.32,16.89,-,-,69.85,-
2021,嘉義縣,2018/12/29,新港,1.1,0.31,-,31.8,49,14,11.59,1.55,10.04,-,-,-,3.89,3.6,15.84,-,-,66.99,-
2022,嘉義縣,2018/12/28,朴子,2.6,0.31,-,30.9,100,10,10.83,1.95,8.87,-,-,-,3.08,2.45,18.52,-,-,72.24,-
2023,嘉義縣,2018/12/28,新港,2.9,0.31,-,30.2,65,14,12.38,1.67,10.71,-,-,-,4.3,3.94,17.66,-,-,68.23,-
2024,嘉義縣,2018/12/27,新港,1.6,0.26,-,31.6,61,17,10.53,1.61,8.91,-,-,-,4.96,4.55,20.01,-,-,72.88,-
2025,嘉義縣,2018/12/26,新港,1.8,0.27,-,22.2,39,23,13.01,1.99,11.02,-,-,-,3.82,3.45,21.49,-,-,82.83,-
2026,嘉義縣,2018/12/25,新港,3.2,0.36,-,23.3,58,25,15.99,2.55,13.43,-,-,-,2.97,2.62,21.14,-,-,80.81,-
2027,嘉義縣,2018/12/24,新港,3.1,0.35,-,29.2,42,11,13.88,1.63,12.24,-,-,-,3.58,3.23,19.49,-,-,77.25,-
2028,嘉義縣,2018/12/23,新港,2.8,0.36,-,23.1,81,36,13.03,1.82,11.22,-,-,-,3.07,2.74,21.65,-,-,85.39,-
2029,嘉義縣,2018/12/22,新港,3.7,0.37,-,29.3,113,49,14.85,0.95,13.89,-,-,-,2.78,2.24,22,-,-,83.33,-
2030,嘉義縣,2018/12/21,新港,3.4,0.44,-,30.3,92,46,23.11,5.17,17.94,-,-,-,2.18,1.9,21.08,-,-,74.86,-
2031,嘉義縣,2018/12/20,新港,2.9,0.43,-,28.5,83,43,27.93,5.08,22.83,-,-,-,1.05,0.84,20.81,-,-,63.02,-
2032,嘉義縣,2018/12/19,新港,3.2,0.44,-,32.7,93,38,23.91,4.33,19.58,-,-,-,1.54,1.37,19.08,-,-,74.48,-
2033,嘉義縣,2018/12/18,新港,2.7,0.35,-,40.5,71,25,15.91,1.31,14.6,-,-,-,1.8,1.67,18.14,-,-,54.83,-
2034,嘉義縣,2018/12/17,朴子,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2035,嘉義縣,2018/12/17,新港,2.4,0.45,-,35.5,73,24,13.69,0.75,12.87,-,-,-,3.57,3.39,18.4,-,-,59.04,-
2036,嘉義縣,2018/12/16,朴子,2.9,0.31,-,32,53,19,8.18,0.78,7.34,-,-,-,2.45,1.82,22.58,-,-,81.48,-
2037,嘉義縣,2018/12/16,新港,2.8,0.36,-,28.5,61,24,12.07,0.88,11.15,-,-,-,2.76,2.49,21.71,-,-,75.45,-
2038,嘉義縣,2018/12/15,朴子,2.9,0.32,-,32.2,49,17,9.72,1.04,8.65,-,-,-,2.04,1.53,21.48,-,-,82.79,-
2039,嘉義縣,2018/12/15,新港,2.4,0.33,-,29,57,20,13.62,1.23,12.36,-,-,-,2.05,1.83,20.47,-,-,78.18,-
2040,嘉義縣,2018/12/14,朴子,3.4,0.4,-,27.5,48,16,12.67,1.4,11.25,-,-,-,2.48,1.81,21.06,-,-,80.46,-
2041,嘉義縣,2018/12/14,新港,3.4,0.38,-,25.3,57,22,15.69,1.74,13.94,-,-,-,2.5,2.25,20.14,-,-,75.98,-
2042,嘉義縣,2018/12/13,朴子,3.5,0.48,-,27.7,52,24,12.91,1.19,11.7,-,-,-,2.58,1.71,19.92,-,-,76.67,-
2043,嘉義縣,2018/12/13,新港,2.3,0.48,-,28.1,54,25,12.82,1.06,11.71,-,-,-,2.98,2.67,18.93,-,-,73.09,-
2044,嘉義縣,2018/12/12,朴子,2.4,0.37,-,21.5,54,8,13.01,1.06,11.89,-,-,-,3.22,2.22,18.54,-,-,77.67,-
2045,嘉義縣,2018/12/12,新港,1.4,0.39,-,21.6,40,15,12.73,1,11.72,-,-,-,3.62,3.47,17.67,-,-,73.88,-
2046,嘉義縣,2018/12/11,朴子,3,0.3,-,18.1,50,16,11.82,1.44,10.39,-,-,-,2.61,1.93,22,-,-,89.26,-
2047,嘉義縣,2018/12/11,新港,2.5,0.33,-,16.9,49,20,14.68,2.15,12.53,-,-,-,3.21,2.97,21.32,-,-,82.81,-
2048,嘉義縣,2018/12/10,朴子,3,0.29,-,20,37,12,12.53,1.8,10.72,-,-,-,2.55,1.94,21.62,-,-,88.45,-
